pokemon_names,img_front_a_hashes,img_back_a_hashes,img_front_p_hashes,img_back_p_hashes,img_front_d_hashes,img_back_d_hashes,img_front_crop_hashes,img_back_crop_hashes,img_front_large_crop_hashes,img_back_large_crop_hashes
rowlet-festive,107cfcfcfcfc7800,083e3f3f3f3f1e00,bbbfbfaf8f8ba3a3,bbbebfaf2b2b2bab,f0d0e96991a8d1d2,f0f4686976ea74b4,"d1280440c9213131,d0d8a614d826e6e8,78e0d2c040c0aaec,f0d0e96991a8d1d2,176994b2b2d57117,172954b2b2547917,b1b1c9949e3735e1","74ebdefc6c7b7373,f4e49ad3e49b98e8,e0f8b4c0e1e4aac8,f0f4686976ea74b4,176bd5b2b2d56117,1769d4b2b2546117,72726cd686135170","c1280440ca333131,c0d89864666699d9,d8a626dc5826a6e4,3160d2a28000a0a0,f0c092c08094c0f0,f0c0b0c0c0b0c0f0,24a922bc81554b36,f8e0dae0c0d8eeec,c0d9c9c9a414445a,1b6dd0a24992918d,90b4e8d4c4b4c4f8,e4c4c4e4e469e0f0,c3e6e6c6e4c585c3,1bd2c204a4f1898b,4138c6d6d8e3c7c9,7fc4d0d7a4899396,6f6391aca2a5caec,0c44215012261920,60c09ca28e304002,bcb01030b0d1e1f0,e1c09824029ca083,f0d0e96991a8d1d2,3360c2b280b0310f,0f2b55b2b255330f,072954b232553107","7ceadefdac337373,fce4e6d999996664,e49a9bc4e59b9ad8,73c1a4a28080faf2,f080a20080a280e0,f0c0b2c0c092c0f0,cb6abbc25e552d13,e0f8a4e0e4e488c8,fc60646cd2c3cda5,2749f41a6db67646,f6d2e8c4c0c2d8c0,d0c0c0c0c869f8f0,3c989894d85c5c3c,2794a8c1ca706e2e,6ce29494e4381c6c,01c8f414d86c3696,093976caa242acc8,cfdc5bf5b59920f9,79fcc6b28af27d1f,c2f2f3f3f27478f0,78fce2d39bc67a1e,f0f4686976ea74b4,23c1a4a280f2730f,0f2b55b2b255230f,1f6bd5b2b355730f"
comfey-festive,3c3cf2e361623608,3c3c4fc786466c10,9c9d9f9e96a6a7bf,3637373c3cacadbd,61c8e6a6c2c6c478,78ec989a0c8ccce1,"e4d0a98cce9eac8d,61c8e6a6c2c6c478","d8346ace8c86ca4e,78ec989a0c8ccce1","c5b079488c9c0c4d,69e1f4666666d6b6,61c8e6a6c2c6c478","5c3261edcec6cf4d,6978d09999999492,78ec989a0c8ccce1"
pyukumuku-festive,002c3cffff7f7800,00343cfffffe1e00,c7c78787a7272727,6d6d2d2d8d8d8d8d,d1d8492aaaa388f0,54646daba83aee70,"0201c0e0f0f0f8e0,868cccdc3c7878f8,0241e1e0f0fc7cf8,79f1c1c8dc2edc38,d0b030f0f0f0f0f0,32b42421c09639ec,d1d8492aaaa388f0","bf7ff8f8f0f0e0f8,9ececcc4c3e1e1e0,bf7d78f8f0c0c1e0,61703cecc48bc463,f4f2f3f0f0f0f0f0,3252db7bf89663c8,54646daba83aee70","040241e0e0f0f8c0,71e0e0f0f0f0f0fc,5c3830f8f0f0e0e0,0241e1e0f0f87cf9,78c69aac71e6cc92,9e3c78f0f0e0c6e6,7cf8e0c28c98e0c1,d1b0b0f0f0f0f0f0,616064706e68d082,70e7ce9c19132786,12b424a0e492b9cc,f08e2201414182c4,d1d8492aaaa388f0","5fbf7df8f8f0e07c,71f8f8f0f0f0f0c0,c5e3f3e0f0f0f8f8,bf7d78f8f0e0c160,e198a6ca71984c36,84c1e1e0f0f89c18,c1e0d88cc4e2f83c,74f2f2f0f0f0f0f0,79e1d90089e974be,f1188cc663321b9e,34525bfad8b662cc,f086335d414182d4,54646daba83aee70"
komala-festive,007e7f6e7cf80c08,007efe763e1f3010,bfbbbb8f878b0b0a,ffbbbf3d2d21a1a9,50c2ded8d891d9d0,35bc84e4e4766064,"c2d6c6ded8d85192,70989eead2ccd0c1,50c2ded8d891d9d0,63c50a9195159b46","bc948484c4e475b6,71e686a8a4ccf43c,35bc84e4e4766064,395caf365647269d","bc72c8a19bb569d3,863c74e49cc17716,6cce6c2c6c705172,c6c0009ce6d20984,63c9a442e1b2c079,9d324489922ce9eb,66d3ad040a94a8cc,3862ccb1a6c9922c,8ea3d84e369a4e26,c4a2594c26d8e164,3c70c0204040833e,908fc0a0c2c8c0e3,197263e521baa8d3,d15c30b0e88cae5b,d0882f25bcdaff3e,f3c8964142acd163,6a2cc45e0e6faeac,cc5ab6ca9abab418,00e9a9d4d6d4e93e,d1e71fe678783237,7984ead4c96364a9,c460914c960aa242,50c2ded8d891d9d0,23c49295194f660f,8c83d96c329a4e30,d8d9d4d469713387","c2b1ec5a26526934,9ec3d1d8c67c1197,c98cc9cbc9f135b1,9cf0e0c698b46fde,3964daa160a2c061,46b3dd66b2cb6828,993442c1a9c2eacc,e3b9c4729a4cb68b,8e3ae48993a68d9b,dcba65c99be47899,83f1fcfb7cf93e83,f60ef8c2bc84f038,63b139587ba2ea34,74c5f3f2e8ce8225,f4ee0b5bc2a00083,30ec9261a1ca7439,a9cbdc818b098aca,cca592aca2a2d2e7,ff606ac494c46881,70180798c1e1b313,61dea0d46831d96a,5cb936c992afa8bd,35bc84e4e4766064,3bdcb656670d990f,ce3e64c9b3a68d73,8404d4d46971331e"
eldegoss-festive,3c7effffd7560000,3c7effffeb6a0000,bbbeafafabaaaaaa,bbbeafafabaaaaaa,f0c4ea8e96847864,f0dca88e96d6e0d9,"f0ccb2c88e96b6cc,9bf839699b9061e3,f0c4ea8e96847864","f0ccb2ec8e9692cc,26e0636926f67938,f0dca88e96d6e0d9","f0ccb2c88e96b6cc,70f0f8f8d4dcf3ec,2958bb90d821c2e5,346a51d0cbc48187,48a4d66339984e23,c0c0c0c0c0c0c078,f1fcf2f0e8a09151,3e7c620420a080c2,f0c4ea8e96847864","f0ccb2ec8e9692cc,f1f0e0c0c4c030c8,6ae522f6e47bbc18,d3a945442cdc7e1e,2d5a943963e68d3a,f8f4d4d4fcf8bce1,60c0a0f0e8e27474,81c1b9cfe3eade9c,f0dca88e96d6e0d9"
appletun-festive,00041e3f3f7ae000,002078fcfc5e0700,b333232726263625,b9998b8f8c8c9c8f,7918746c60a28894,60e0d0c9f8baced6,"e8d4a88888a58454,3cf4c4b29ae4f959,87c1d8d6c9d1e270,7918746c60a28894","e8d4e2ea665aded5,c1d0dca2a6986065,1e7ce494647438f1,60e0d0c9f8baced6","e8d4a08889a58454,b2b6cda6a6863fde,9c7cc4929ae4f959,87c3d8d6c9d1e230,7918746c60a28894","e8d4eaea6e5aded5,b2924c9a9a820184,c2c1dca6a6986065,1e3ce494647438f3,60e0d0c9f8baced6"
impidimp-festive,187cfc7f7a000004,183e3ffe5e000020,b999999999a5adad,b3b3333b3a2e2f0f,b1a4b4b4b2e94d9c,30dad2d2b2684dc2,"b870e0d0a080d0f0,38f3b334561ad9b9,18181a36e6962e18,9e9aa2dab296f870,93062cf184e0f91c,b1a4b4b4b2e94d9c","e2f1f8f4faf2b4d0,e13032d395a76462,e7e7a79398168be7,86a6baa4a286e0f1,368fcb70def860c1,30dad2d2b2684dc2","b874e0d0a090c0f4,9e7cfc9939298ccc,180c1a16e6c6ae9c,61c99c06e1f9fffe,9886492453b09cad,8181b9b5b4dc6238,9e9aa2da9aa6dc70,97062cf184e0f91c,070e9d1a3060d020,f9d21268be78e1c4,c7f18c838cb0c69d,1efa82dae63a9e66,fcbcbc98babef381,82e1389e2e1e061e,71ecd2a4891110f0,9c84241ca3c37238,b1a4b4b4b2e94d9c,1933e6cc10e5831e","e2d1f8f4faf2bcd0,82c1c066636bcecc,63cfa797989c82c6,796cc69308200000,66966ddb35f2864a,7e7e6252d2c4b9c3,86a6baa4a69ac4f1,168fcb70de7860c1,1f8f46a7f3f9f47b,60b0b66880e078dc,1c70ce3ecaf29c46,87a0bea498a38499,c0c0c2e68080307e,9e78e08288808080,70c8a4d26a75f7f0,c6ded9c5321ca1e3,30dad2d2b2684dc2,673398cce7483087"
bronzor-winter,243c3cffff387808,243c3cffff1c1e10,6da78eaeac8f979e,cf8f2ea6a62f3dbc,cc68f0a68ce2d9d8,cc68f09aceb86464,"cc68f0a68ee0d8d9,cc68f0a68ce2d9d8","cce8f09a8ef86464,cc68f09aceb86464","cc68f0a68ee0d8d9,b890b265452eb472,3170c6434327cc73,61cca24242329ce1,79c6a38101b1c670,396ecd8c8c8ee033,31e08ecd0c8ec963,33c4a6c4c8b04431,61cca30529a2cc70,60d6a2898dba8ef0,cc68f0a68ce2d9d8,b890b2650d2ef470,92b34e65650e6ab6,8315294b5b53762e","cce8f09a8ef86464,e2f2b2595d8bd0b1,73f19c3d3d1bcc31,6194227e4f3294f1,71c4b2a181a3c678,63894ccece8ee833,73f88e4ccf8e6c39,33d8981cecf2dc73,79c42a5149a2ccf1,e994b24a46a286f0,cc68f09aceb86464,e2f0b2494f8bd0e1,b6328d59598fa992,3e576b2d25359183"
sinistea-winter,0f3e3e3e3f3e0c0c,f07c7c7cfc7c3030,6f2a3b1e0f2b2307,c38893b2a5898bad,7ed07c6c6af0fc18,80f4c0c9a9f0c0e0,"fee4619cf4b2d6f0,84e271b498dafcae,8f05328bb13c0e37,f163868c9d7bb2e4,3ae6dcb8726428d1,7ed07c6c6af0fc18","80d879c6d0b094f0,deb871d2e6a4c088,0e5fb32e72c38711,70399ece42219258,a398c4e2a1d9e370,80f4c0c9a9f0c0e0","9e73ce8724697185,e4dab026071b64d4,68c6a30141a28ef0,f0f4c68783333171,e0f1d85c6c3c5e56,7c7872e4d9c38e39,619cb4b4b6d2ecf0,0c83d1e974ba5e2c,1b0d328bb13c0e37,c4f07286cc3a96ee,3cf2ccb8726498e1,7ed07c6c6af0fc18","82318c1edb69715e,d8a4f29b1f27d9d4,e994224141a28ee0,d0d09c1e3e337371,b870e4c5c9c18591,c1c1b1c8643c8e63,79c6d2d092b4c8f0,8f3e7468d1a284c8,274fb32e72c38710,c4f0b09ecca39288,83b0c8e2b1d9e678,80f4c0c9a9f0c0e0"
larvesta-winter,101030fcfcfe7c30,08080c3f3f7f3e0c,bb99999999999999,b333333333333333,b430e4c4983cd1e0,d030d8dce6c374d8,"f230f3e08c36c8f2,b430e4c4983cd1e0,5011a58d1b662e3d","b07030f8ce93ecb0,d030d8dce6c374d8,f5765a4e27118b43","5cb874ecc8c8d230,024080c26030988c,919182809090b404,e2a48c1e34ecd8f2,fefcf983c498356a,6c920b84e27192cc,e08638e4899972a0,b74c3930d8604019,073dcb5a5a629ce1,b8c4e3b0cc249ace,375eba7ce1c99a31,eddba6eed69c18d9,b430e4c4983cd1e0,f9a34c993366d8b3,234d912523469c7b","c4e2d1c8ececb4b3,0f7cf6bcf9f3e6cc,5676befef6d6d2df,b8d8ce87d3c8e4b0,80c0603edce653a9,f88ea3d86e66b158,c9b62fdcb871b6cc,12c563f364f97d67,1f412425a4b9c678,e2dc38f2ccdba68c,1084a2c1786ca673,48249a8894c6e764,d030d8dce6c374d8,6032cd663399e432,384c465b339d4621"
amaura-winter,10f878381c1f7e08,081f1e1c38f87e10,9c9c98999d989881,363636333732332b,2020d0d031b0f8c8,79bbb41471e2e0a4,"2022d0d03138f0c8,0505034b2b0b83a3,2020d0d031b0f8c8","79bb743472e0f0ec,79bbb41471e2e0a4,404003242b271e3a","2022d0d03138f0c8,71c8a4aca484e0f0,79fbcae666fa6539,2d67d1b2a3463593,202c6060c2808080,2e4a99b48281d14d,2092c0c2d4d0c4c0,6d32994c1e3361a6,e181a894dac6fa7a,3360c01a5811430d,f2e168d8d4ca30be,f4c0a08082849000,b04422a2dae4f97e,d9f564d4d2a200e0,0505034b2b0b83a3,2020d0d031b0f8c8","79bb743472e0e0ec,71e4c2c28ad6e0f0,4120ac9899a05963,4b1974b23a9d5336,ebcbf939bc3e0e3e,8b2d66d2be7e744d,7bb63cbcd084d81c,49b366cd8733399a,7870ead4a498a0a0,33e1dc87e4731d47,b070e9e4d4888282,d0f4fa7ebe4e2617,f2d5a3a2a4186080,6450d8c484b280f8,79bbb41471e2e0a4,404003242b271e38"
cyndaquil-winter,0c3c7e7f78787800,303c7efe1e1e1e00,363637373d39b9a7,9c9c9f9f9f9b9b2f,38f0f0dad3d0d2d2,60f0f0a434b4b4b4,"78f0b09293d2c2d2,38f0f0dad3d0d2d2","60f0f2b636b4bcb4,60f0f0a434b4b4b4","c0c28949294482f8,f1e03033a18082b4,1589c532db65b2d8,37daed363bd528cc,96cb659acda44131,1dcd65b1dc2c86f3,62b165b2931836da,2c8ec7663b8de678,5bcae8a4d269d669,cba9496213cde639,1e8fc6eb713c1e8d,369bce633996dbcc,1383cf92674d52f1,bbdb6db61b0dc671,b4de67b1dcee3696,0dcde67398ee76ba,b12864c2a0125284,8de6f36934ba1f0d,83f0fe7eba5e2e16,3c72c2d1a103160c,386643c2868c90e3,38f0f0dad3d0d2d2","bcbc6e6d6bddbee0,70f8f3333afe3a52,532e5cb32459b2e4,13a448912354ebcc,962c59a64cd27d73,434c5972c4cb9e30,b97059b236e793a4,c38e1c99234e98e1,25ace8dab4699469,2c6a6db9334c9863,870e1c2871c0834e,93268c39639624cc,373e0c96194db570,2224499221479c70,d2841972c4889396,474c9831e28891a2,72ebd9b4ba21a5da,4e983069d3a2074f,3ee08081a2848890,c391bc345a3b87cf,e3991dbc9ecef638,60f0f0a434b4b4b4"
ponyta-galar-winter,6060eeff7fe76a20,060677fffee75604,f1c3c7c6c48484ac,7b6b6f6e6e2e2e0e,818c8cbee65ecaca,0ecece829885acac,"818c8c9ae656caca,8ac5ac8c1aa4e6d6,021d659ab7772b3e,e4e6d64e4ecac8c8","0ececea69895acac,ae4ccacea7da9894,9e47592212110b83,d898948d8dacac6c","c1f0c4e2e6b626cc,8f8793c9e0d1d07c,61d08c703abed4dc,0696ccbaf491838f,7df284054b96e64c,1c38e29862b2c0f8,3f3d76fcd9d38619,96b925246a6ae2e7,308ca7f1f4e3dcf0,818c8cbee65ecaca,800d335b772f1e95,8f0d6d47ce4db37e,a0331e8f031b7b64","7ce0dcb898929bcc,0e1e366cf874f4c1,38f4cef1a382d4c4,9f96cca2d064380e,40a0d651299698cd,c6c398a4a1a280e0,034381c064349c47,966253dba9a9b818,134e1a70d038c0f0,0ecece829885acac,fc4f2325110b8756,0e4f491d8c4d3281,fa33860e0f2321d9"
pikachu-winter,c3663c3c386c7e3c,c3663c3c1c367e3c,fff0f2c3c3ca632b,575a78e9ebeaeba1,17d6f0f069dccce0,1794f0f069c4c4f8,"1396d6ecf0f0e869,d0968c2c8ca0aad0,17d6f0f069dccce0","339694c8f0f0e869,f496cecbcee2aaf4,1794f0f069c4c4f8","139696c4f0f0e869,9edce8d8e8f09919,c4c2d188c4f27c8e,b272e9ccb6ccf1f4,e0a0c280a092e078,34e082a2c0a2c0e0,8c3060c080c00182,8f81b8c4c8f9fae6,4f1ea2daec74b958,32f1c8d486c8f032,969eac2c8cb0a8d0,977ef39cc8e0311b,17d6f0f069dccce0,1731717959652b1f,3763416165791b87","339696dcf0f0e869,86c4a8e4e8f06667,4cbc74eedcb0c18c,b2b168cc92cc70d0,f0c2b0c0a294c0e1,d3c0aca2a0b2c0f8,cef3f9fcfafc7fbc,0e7ee2ccec60a098,0d87ba84c8d162e4,b270e4d49aecf0b2,9686cacbcef2eaf4,068130c6ecf87227,1794f0f069c4c4f8,1773416165512307,133171785941271e"
sawsbuck-winter,0902041e3e38cade,904020787c1c537b,765776766a6a6d6f,fcfcfcd8c0c083c2,1b4e3cf8ece0bab8,2088c0e0c8f8a2e2,"2dad6c99b0a08030,2434f072b1ec0eb3,98b69766e0806030,d7c3cafc381c1898,71f4e0f8be0282fc,b68e8ccd8aa58312,58f8b4746868c247,c9c4d4d2dad8d223,1b4e3cf8ece0bab8","480ac866f2fa06f3,5953b0b072c88030,e6921699c0fcf9f3,143028c0e3c767e6,71d0f0c082bcac40,9286ce4cae5a1eb7,e4c0d2d0e988b01d,68c4d494a4e4b43b,2088c0e0c8f8a2e2","2dae6c99b0809830,2434f072b1f82ef3,151464b282e2fcfe,d0a6a8b3e68e2666,c3b1cc62329a1421,9bcb1372e89064b0,d7c3cafc389c9892,7cf0c0a2a0a0f133,3170f0f8de82f2ff,58b8746aeed8666f,58f8b4746468c4c7,888592c9c9d08605,62e9e8e4c4d0e646,1b4e3cf8ece0bab8","488ac866f2fe26f3,595370b132c08030,47d7c9a2aeb8c080,e492ea32988c9b99,3c72c49993a6d77b,262c373188f6d9f2,143028c0e3c6e6b6,c18084a2c2f27033,33f1f0c084acb000,e4e290a988a49909,e4e0d2d0d9c8d01c,2e58b66c6cc4985d,b968e8d8d4f0989d,2088c0e0c8f8a2e2"
slowpoke-winter,1c06027e7e7efe3f,3860407e7e7e7ffc,b333353d2d29296b,999b9f9f878383c3,b034cec8ccdcb8a0,72d08cecccc4e2ba,"b124cec8ac9c7862,b034cec8ccdcb8a0","72d88cecc2c6e1b9,72d08cecccc4e2ba","b036cbccaeda38e1,a189c9cac064f0b8,80a2d2d0e0e8f0f2,fe82c0e464f038d8,9ed0c0e06171b1f1,c4bb162484533986,b88f6cc084b1d366,d0b062ca800298e0,3866c28081b2cc70,b034cec8ccdcb8a0,b28245338666120b,7c3c672521213316","f2902c4c8a84c178,726664acfcd9f0e2,febab4f4f8e8f0b0,80bcdcd8d9f0e0e4,86f4fcf879707270,dc22955b9e35639e,e20e89dc5c723499,f4e299acaabba6f8,c3999c1e4ea2ccf1,72d08cecccc4e2ba,a2b24d339e91372d,c1c3195b7b6b3397"
glastrier-winter,0040e07c7fe6ee64,0002073efe677726,c7c3c3c3c1c18cc6,6d69696b6b6b226e,9080c0e0f14cdecc,16de0cf840cd84cc,"9080c0e0f54cdacc,9080c0e0f14cdecc,713e0fc14b898786,61010b831696964e","16de0cf850cda4cc,16de0cf840cd84cc,4181073c0d2e0e9e,79012f1e9792968d","52b26067ccd88c3c,60e4f4dae22e0d4d,376e8858b830e082,e0ba1c0c2c2d1a13,f19c70687e387858,2e181034a2e848d8,dd3fd696a496a6a3,2eb2d0d864ba4d26,3296e349a5d86c32,0a84c36120181cc5,346a4bd8d058d8c0,9080c0e0f14cdecc","b4b21819cce4cec3,19d8d0a4b88b4c4c,1388ece5e2f378be,f88247c1cb43a737,70c6f1e981e060a5,81e7f7d39ae8cde4,44009496da969a3a,8bb2f4e4d9a24488,b39638655ae4c8b2,27de3c79fbe7c75c,d3a92de4f4e5e47c,16de0cf840cd84cc"
nidoran-valentine,0024677e76676766,0024e67e6ee6e666,25878787a6c64e6e,8f2d2d2d0c6ce4c4,cc4cececac8e8c8c,4ccdc8c8ca8ecece,"c0cacac38692a1c8,b0b9dcfaccd0ccda,c998b4e84868a2e6,cc4cececac8e8c8c,839d3c646597463c","14acac3c9eb63aec,f262c4a0ccf4cca4,6ce6d2e8ede9aa98,4ccdc8c8ca8ecece,3e46c3d959109dc3","d0cacac38692a3c8,3298399cdafbccc4,f40282442d2b2226,da37cc90e1c06c74,e1e0d4a0a1c4f830,2fbf9f9fbcb1c69c,a4e6cbd8e5e6ccc5,e588ba64ad68a4a3,3ef4c9b1a2848891,0489b2c4197386cd,6feaf4ff0dfde7f6,e8c7fa3c3879e2c4,dda6434100030451,08060100000083c8,0f78e409d2264d9a,b2b02e6ad0d4c4da,3166d1a083043187,989e33323468c080,1424ae5a9364cbd9,26336c66d1d1a941,99386cdcccaeae40,fcbc72e8c1cfa020,7ce2baf2fa7e7e7e,f086d16935929a98,e0dca2daee76be5e,2169d4d2a2a1a7e8,73c1ad74dafe3e9f,7cf484a4c8f038df,999c366ad2ad8000,cc4cececac8e8c8c,778e43e19ae371b3,838d386465d7463c,93394c6c3c34affb,5dcecbdbc383c203,8b3d44d0c4cd7316,2e63ddd4c4adc346,2643d954545c6137,8b396452ccb3c65c,1e63d9d55565399b","14acac3c9eb63aec,30e663c6a420ccdc,d087a2d54b2bbb9b,a413ccf638fcc9d1,78e094e24290e0f3,0b020606c2721cc6,da182ce45898cc58,58eea2d94ae9da3a,83d06c72badeee76,d06cb2dc67219a4c,08a8d00041401890,e01480c2e261b85c,448221418121c175,e181200101c102e4,0fe1d86f349a4d26,b2f28ba984c0dca4,738904c220c9711c,e68613b3d3e9fc1e,d79b8aa536d92c64,9b33c98924444a05,66e3c9c4c48a8afd,c0c291a87c04fa7b,c198a2b0a0818181,e08c644953a6a6e6,7b69d4a4a24202e8,f8c4b2a488918284,316c42d1a4808104,c1d0dcd2eca08104,66c693a9b442fe3f,4ccdc8c8ca8ecece,11863d70a6387012,3e4ec3d959149dc3,3663cdc983d30220,458c2c243c3cbc3e,2e43cdc4d0443197,8b3944d4d44a349d,9b3d64d5d5c57913,2e63d9a5cc329c45,8731645455596326"
oddish-spring,087fff7e38783830,10feff7e1c1e1c0c,b7b6361a2b2b2f6a,fd9dbcb0818beff0,5ad6aeccd1d0d152,a4948acc747474b4,"4e3c73c29625edc8,9f7be68c1469c3ce,5f26aeae8c8cd8c1,4c58f4e89480c1c2,5ad6aeccd1d0d152,c9d3674d9eae5cc0","844230b4925948ac,022098ced7693c8c,059b8a8acecee47c,c9e590c8c6e07cbc,a4948acc747474b4,6434194d868ac5f8","4ebc72e2d625ecc8,b2b069c8dc9296b4,9f7ae68c3861c7dc,044020b4924aac24,de26aeae8c8cd8e1,d1a1e4e0e2989e27,38e40492ca309e43,c0baa499274c9a34,0f2e5c7af6ecd424,265c72e8d0e0c0e0,e180e2e270e0ccf0,c180869af0f0cce0,5ad6aeccd1d0d152,a4479389e4d261b8,5cbfb64ed4a851c2","84c2b1b8945b48ec,b07069ecc49696d2,02a198cce3791cc4,4f7df9d2a6adcada,849b8a8acacee478,746ad8f8b8a48613,e3d8c7a6a8a3863d,7ca2ca661bcd2613,0088c4a090c8c4cb,9bc5b188c4e0fc78,78f0b898e1f0ccf0,7cfc9e86f0f0ccf8,a4948acc747474b4,da1d366ed8b471e2,c502928dd4e271bc"
shaymin-spring,307e7e7efa7a3e34,0c7e7e7e5f5e7c2c,9e9c9f8baba32bab,b6b637a1a9298bab,e4d4e4d292c2e46c,d8d4d8b4b6b4d8c9,"fae4f8ea86c86c32,b636b686a692d0d8,b470c8e7c1faf0f1,cccc8eb0e2fc9cf6,0e8d92c8d1e264c8,e4d4e4d292c2e46c","a0d8e0a89eecc8b2,9090829e98b6f4e4,d271ec106880f070,cccc8ef2b8c0c690,8f4eb6ec74b8592c,d8d4d8b4b6b4d8c9","74908c4c98f0b194,70e8c6dcc0c3b362,cc828eb2fa3c8624,8c9874c45a3c9e4c,e088c2d2c4b9e3cc,c6d1e92482d84667,d0bcfffefeecb1c3,3c7241c98e3673cb,c6c389b482b0c258,7737968e2cf9c181,beefdeb87162872d,70e8e6c3f2faf0db,71918a8a82e2d80d,9034629a0e02b93e,c7b1cca2d26d329c,7be9946a56a8d3f6,99db49cc58679f33,3164d891a3a6d2e3,098b92268d39668c,6cd2a44082e53993,316c6255d9a34e1c,70d4a2a58296e4e9,5878e0dcf8f4f852,66cac8c4c6a0c97b,f64d12e5cb569d9a,65d99c36379ccc73,38e092a14284c951,346ad1a1a286b0c3,39247474f2ba9c21,33e984a7a6c6749d,63c1a4c2e2a6a891,d2e48ef0f80cc67a,a3a283e5e434bab9,b2d966934924120b,73e8969bbb16d465,8e1e396cc0811f36,d3a984dc7a2ab798,1d18648480a4d9d1,b659269349241209,47d1a8b2f9a0da65,339e2d8c8cf2b298,ecb6bbad042a82f2,d38e3970cd93a489,8dc2fce0e1726488,d3a9a46452d6dce0,e4d4e4d292c2e46c,1dc6b3add4623ccd,3292596ce425d276,8e3368d6c4d9630e,8e1f71f8f0d9d326,873164daa4b1c32e,3c4ec369359ccce3,0f992646cccd631e,375bc9fc5c4d4b37,864b3397cf663298","d0f6cecde6f072d6,71e89cc4f43c32b9,c6e6d1dc25c386cd,ccb68eb2a0c39ed9,78ea1ca4dc6238cc,9c7468d3aae49d19,f0c2008080c8723c,c3b1196c8e93312c,9c3c6ed2aaf29ce5,820884e271b01e4b,1113968ecb607c7e,71e8802480a0d024,71768e8eae98c44f,e6d3b9a68f9f6283,1c72c492a449b3c6,2068d6a191ea3490,66246dcce5190633,73d96436329ab438,6d28b69b4e6399ce,c99442e9b2486336,73c9a905643a8cc7,f1c4a242a292c868,e5e1f0c0e0d0e0b5,99acecdc98fa6821,904db7582c9546a6,5964c69313c6cc31,e3f8b67abdda6c75,d3a94442a28cf23c,63c3c1d19082c66a,2368de1a9a9c9146,397cdabcb89aea76,b4d88ef0e0cf9ca1,3aba2e58d8d1a262,324499366cdab428,31e096262297d459,8e8763c9f87e0703,346ad2c4a1ab12c6,47a7d9defeda6474,12659b366ddab468,1d34ea8060daa459,33844bceceb092c6,48922248d3a1be80,348e63f14c32da6e,4ebcc0f878b1592e,346acad9a594c4f8,d8d4d8b4b6b4d8c9,479c324ad4b9c34c,b33665c9d85bb491,8e33e984d4643987,0e0751e0f064349b,1e73d9a4da723c8b,c38d3c6953c6cc38,0f669b9dcc4c3987,13256cc0814d2d13,9c2d33160c99b2e4"
cottonee-spring,08383c3ffefc7c18,101c3cfc7f3f3e18,bf37363cbc9f8787,bb9d9c9eb63f2d2d,39e1c8c8e2f0c871,60786ce8b8f06870,"39e1c8e8e2f0c871,39e1c8c8e2f0c871","6078ece8b8f0ec70,60786ce8b8f06870","b039b9898e2a616c,6276961e8fb4a435,fef292623cc01e7e,1df8a0c6c1d4e13b,9f7cf2d8b4b1879e,edc666ec8892b332,69c666488b961333,073ef2caf6389ccc,79e98484c2623a8c,e462d18ce43a0ec3,5af6a4e44c6673cc,6fb698cca31aee0f,4aca8aa968e961e9,e5e56ccecada36b0,61e0d2c3e3aacc73,e618e48488485821,c913264c98214408,3870e8e1f38e8461,868678abbbda7737,616d68d0a2c4e8f0,39e1c8c8e2f0c871,cc666636959f7f3d,982999a4144b4fc6","f260626e8eab79c9,b99196870ec2da53,80b0a6b9c2fc8701,40c0f29c7cd47823,02c1b0e4c2721e06,699c99ed2e963733,489c99c8eeb632b0,1f83a0ac90e3c6cc,6168dedebcb9a3ce,58b974cad8a38e38,a590dad84d9931cc,0992e6cc3aa78807,adacae6ae8687868,5858c98cac2493f2,79f8b430388acc31,98c7d8deece9e57b,68379bcde67b9d27,e3f168703086c671,9e9ee02222a41110,7849c9f4b8dce8f0,60786ce8b8f06870,cc99999356060143,e66b66dad72d0d9c"
